time;protocol;ip src;src port;ip dst;dst port;flags;seq;ack;options;length
11:42:31.082969;IP;BP-Linux8;40682;mauves.univ-st-etienne.fr;;[P.];2886:3311;551616;options|nop,nop,TS|val|102923841|ecr|172357055;425
11:42:31.083200;IP;BP-Linux8;40680;mauves.univ-st-etienne.fr;;[P.];3213:3642;409934;options|nop,nop,TS|val|102923841|ecr|172357039;429
11:42:31.083412;IP;BP-Linux8;40684;mauves.univ-st-etienne.fr;;[P.];2971:3401;413631;options|nop,nop,TS|val|102923841|ecr|172357060;430
11:42:31.083617;IP;BP-Linux8;40678;mauves.univ-st-etienne.fr;;[P.];4883:5307;531993;options|nop,nop,TS|val|102923841|ecr|172357071;424
11:42:31.083824;IP;BP-Linux8;40679;mauves.univ-st-etienne.fr;;[P.];3587:4012;210607;options|nop,nop,TS|val|102923841|ecr|172357047;425
11:42:31.084028;IP;BP-Linux8;40683;mauves.univ-st-etienne.fr;;[P.];2505:2932;153912;options|nop,nop,TS|val|102923841|ecr|172357055;427
11:42:31.084285;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[P.];738:784;25781;options|nop,nop,TS|val|102923841|ecr|1077961825;46
11:42:31.084422;IP;BP-Linux8;33253;par21s20-in-f14.1e100.net;;[P.];299:462;4829;options|nop,nop,TS|val|102923841|ecr|2656821769;163
11:42:31.084458;IP;BP-Linux8;33253;par21s20-in-f14.1e100.net;;[P.];462:508;4829;options|nop,nop,TS|val|102923841|ecr|2656821769;46
11:42:31.084535;IP;BP-Linux8;53482;par21s23-in-f3.1e100.net;;[S];2890262151;;options|mss|1460,sackOK,TS|val|102923841|ecr|0,nop,wscale|7;0
11:42:31.084861;IP;BP-Linux8;53483;par21s23-in-f3.1e100.net;;[S];530433837;;options|mss|1460,sackOK,TS|val|102923842|ecr|0,nop,wscale|7;0
11:42:31.088518;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[.];551616:553064;3311;options|nop,nop,TS|val|172357113|ecr|102923841;1448
11:42:31.088528;IP;BP-Linux8;40682;mauves.univ-st-etienne.fr;;[.];;553064;options|nop,nop,TS|val|102923842|ecr|172357113;0
11:42:31.088619;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[P.];553064:553396;3311;options|nop,nop,TS|val|172357113|ecr|102923841;332
11:42:31.088623;IP;BP-Linux8;40682;mauves.univ-st-etienne.fr;;[.];;553396;options|nop,nop,TS|val|102923842|ecr|172357113;0
11:42:31.088772;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[P.];413631:414966;3401;options|nop,nop,TS|val|172357113|ecr|102923841;1335
11:42:31.088778;IP;BP-Linux8;40684;mauves.univ-st-etienne.fr;;[.];;414966;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089028;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[P.];409934:411284;3642;options|nop,nop,TS|val|172357113|ecr|102923841;1350
11:42:31.089031;IP;BP-Linux8;40680;mauves.univ-st-etienne.fr;;[.];;411284;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089149;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[P.];531993:533278;5307;options|nop,nop,TS|val|172357113|ecr|102923841;1285
11:42:31.089657;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[.];153912:155360;2932;options|nop,nop,TS|val|172357113|ecr|102923841;1448
11:42:31.089660;IP;BP-Linux8;40683;mauves.univ-st-etienne.fr;;[.];;155360;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089665;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[P.];155360:155456;2932;options|nop,nop,TS|val|172357113|ecr|102923841;96
11:42:31.089668;IP;BP-Linux8;40683;mauves.univ-st-etienne.fr;;[.];;155456;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089951;IP;par21s23-in-f3.1e100.net;https;BP-Linux8;;[S.];1158227964;2611374183;options|mss|1430,sackOK,TS|val|231874812|ecr|102923840,nop,wscale|8;0
11:42:31.089958;IP;BP-Linux8;53478;par21s23-in-f3.1e100.net;;[.];;1;options|nop,nop,TS|val|102923843|ecr|231874812;0
11:42:31.089964;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[.];210607:212055;4012;options|nop,nop,TS|val|172357113|ecr|102923841;1448
11:42:31.089966;IP;BP-Linux8;40679;mauves.univ-st-etienne.fr;;[.];;212055;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089970;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[.];212055:213503;4012;options|nop,nop,TS|val|172357113|ecr|102923841;1448
11:42:31.089972;IP;BP-Linux8;40679;mauves.univ-st-etienne.fr;;[.];;213503;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089976;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[.];213503:214951;4012;options|nop,nop,TS|val|172357113|ecr|102923841;1448
11:42:31.089978;IP;BP-Linux8;40679;mauves.univ-st-etienne.fr;;[.];;214951;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089982;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[.];214951:216399;4012;options|nop,nop,TS|val|172357113|ecr|102923841;1448
11:42:31.089984;IP;BP-Linux8;40679;mauves.univ-st-etienne.fr;;[.];;216399;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089988;IP;mauves.univ-st-etienne.fr;https;BP-Linux8;;[P.];216399:217300;4012;options|nop,nop,TS|val|172357113|ecr|102923841;901
11:42:31.089990;IP;BP-Linux8;40679;mauves.univ-st-etienne.fr;;[.];;217300;options|nop,nop,TS|val|102923843|ecr|172357113;0
11:42:31.089994;IP;par21s23-in-f3.1e100.net;https;BP-Linux8;;[S.];1250968174;2511037432;options|mss|1430,sackOK,TS|val|387139542|ecr|102923840,nop,wscale|8;0
